,STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WT01,WT02,WT03,WT04,WT06,WT08
867,USW00094728,"NY CITY CENTRAL PARK, NY US",2018-05-17,1.12,0.22,0.0,0.0,,71,56,1.0,,,,,1.0
868,USW00094728,"NY CITY CENTRAL PARK, NY US",2018-05-18,5.82,0.0,0.0,0.0,,67,56,1.0,,,,,
869,USW00094728,"NY CITY CENTRAL PARK, NY US",2018-05-19,4.03,0.65,0.0,0.0,,56,49,1.0,,,,,
870,USW00094728,"NY CITY CENTRAL PARK, NY US",2018-05-20,3.8,0.0,0.0,0.0,,81,56,1.0,,,,,
871,USW00094728,"NY CITY CENTRAL PARK, NY US",2018-05-21,2.46,0.0,0.0,0.0,,79,58,,,,,,
872,USW00094728,"NY CITY CENTRAL PARK, NY US",2018-05-22,0.89,0.29,0.0,0.0,,68,55,1.0,,,,,
873,USW00094728,"NY CITY CENTRAL PARK, NY US",2018-05-23,2.46,0.29,0.0,0.0,,81,59,1.0,,,,,
874,USW00094728,"NY CITY CENTRAL PARK, NY US",2018-05-24,2.91,0.0,0.0,0.0,,83,63,,,,,,
875,USW00094728,"NY CITY CENTRAL PARK, NY US",2018-05-25,5.14,0.0,0.0,0.0,,86,65,,,,,,
876,USW00094728,"NY CITY CENTRAL PARK, NY US",2018-05-26,2.01,0.0,0.0,0.0,,89,72,,,1.0,,,
877,USW00094728,"NY CITY CENTRAL PARK, NY US",2018-05-27,8.28,0.44,0.0,0.0,,80,56,1.0,,1.0,,,
878,USW00094728,"NY CITY CENTRAL PARK, NY US",2018-05-28,1.79,0.0,0.0,0.0,,69,56,,,,,,
879,USW00094728,"NY CITY CENTRAL PARK, NY US",2018-05-29,1.12,0.0,0.0,0.0,,89,63,1.0,,,,,1.0
880,USW00094728,"NY CITY CENTRAL PARK, NY US",2018-05-30,2.24,0.0,0.0,0.0,,78,61,1.0,,,,,1.0
881,USW00094728,"NY CITY CENTRAL PARK, NY US",2018-05-31,2.01,0.1,0.0,0.0,,68,63,1.0,,,,,1.0
